Month,City,State,Sales,Marketing_Spend,Customer_Count,Product_Category,Email
2023-12-01,Ahmedabad,Gujarat,31618,4494,282,Clothing,yakshit.viswanathan@yahoo.com
2022-01-01,Mumbai,Maharashtra,54944,7256,299,Books,aarav.dhillon@gmail.com
2023-09-01,Bhopal,Madhya Pradesh,44453,3569,188,Home Decor,aayush.master@renusharmafoundation.org
2021-01-01,Hyderabad,Telangana,54006,7877,334,Clothing,manjari.bawa@renusharmafoundation.org
2023-08-01,Kolkata,West Bengal,44077,5225,133,Grocery,mohanlal.edwin@renusharmafoundation.org
2022-07-01,Lucknow,Uttar Pradesh,20471,1470,332,Books,kavya.savant@gmail.com
2022-11-01,Jaipur,Rajasthan,54264,7234,249,Books,tanya.samra@renusharmafoundation.org
2022-07-01,Bhopal,Madhya Pradesh,37949,4213,453,Clothing,armaan.kota@renusharmafoundation.org
2024-09-01,Delhi,Delhi,58809,3338,249,Grocery,nitara.wable@yahoo.com
2023-10-01,Hyderabad,Telangana,57609,8286,250,Electronics,biju.bumb@renusharmafoundation.org
2023-12-01,Delhi,Delhi,28433,2388,263,Grocery,shamik.bala@yahoo.com
2023-03-01,Hyderabad,Telangana,69936,8495,160,Home Decor,advika.bali@gmail.com
2023-12-01,Lucknow,Uttar Pradesh,57934,4267,490,Grocery,samiha.tata@yahoo.com
2024-06-01,Chennai,Tamil Nadu,31478,1706,458,Clothing,raghav.kar@renusharmafoundation.org
2022-02-01,Jaipur,Rajasthan,39064,3277,412,Electronics,vivaan.aggarwal@renusharmafoundation.org
2021-04-01,Mumbai,Maharashtra,45337,4695,255,Grocery,madhav.kakar@gmail.com
2023-02-01,Mumbai,Maharashtra,28185,1667,476,Electronics,biju.swaminathan@gmail.com
2021-09-01,Kolkata,West Bengal,27464,1921,365,Home Decor,renee.mahajan@yahoo.com
2021-05-01,Lucknow,Uttar Pradesh,62305,5657,466,Electronics,pari.sethi@yahoo.com
2021-11-01,Kolkata,West Bengal,55332,5648,168,Books,farhan.bora@yahoo.com
2022-10-01,Mumbai,Maharashtra,32691,3209,223,Grocery,jiya.bains@yahoo.com
2022-07-01,Lucknow,Uttar Pradesh,54537,2775,127,Grocery,manjari.saha@yahoo.com
2022-04-01,Chennai,Tamil Nadu,58848,5146,392,Home Decor,amira.sehgal@yahoo.com
2024-03-01,Ahmedabad,Gujarat,31731,1633,494,Clothing,azad.dua@renusharmafoundation.org
2021-09-01,Chennai,Tamil Nadu,65303,5642,160,Home Decor,nayantara.bail@yahoo.com
2021-06-01,Kolkata,West Bengal,56394,4551,302,Electronics,ryan.chakraborty@yahoo.com
2023-05-01,Bengaluru,Karnataka,48523,4120,249,Books,zeeshan.thakkar@yahoo.com
2024-09-01,Jaipur,Rajasthan,38451,3649,286,Electronics,ahana .salvi@gmail.com
2024-08-01,Hyderabad,Telangana,47321,4662,254,Books,manjari.dixit@yahoo.com
2024-09-01,Chennai,Tamil Nadu,61500,6252,182,Home Decor,damini.sarkar@gmail.com
2023-10-01,Bhopal,Madhya Pradesh,52131,5178,114,Electronics,shaan.sen@renusharmafoundation.org
2023-12-01,Kolkata,West Bengal,48991,4761,277,Home Decor,lakshit.kannan@renusharmafoundation.org
2024-07-01,Bhopal,Madhya Pradesh,25510,2499,114,Grocery,tarini.jain@gmail.com
2021-08-01,Hyderabad,Telangana,56947,6465,310,Home Decor,saksham.kumar@gmail.com
2021-08-01,Jaipur,Rajasthan,40462,3116,392,Electronics,jiya.vohra@gmail.com
2022-06-01,Ahmedabad,Gujarat,72070,9334,72,Grocery,ranbir.gade@gmail.com
2022-01-01,Delhi,Delhi,39555,5740,137,Home Decor,vardaniya.soman@gmail.com
2022-01-01,Bhopal,Madhya Pradesh,70514,6726,329,Books,veer.datta@renusharmafoundation.org
2021-02-01,Lucknow,Uttar Pradesh,30607,3142,233,Books,pari.lalla@yahoo.com
2022-09-01,Bengaluru,Karnataka,58297,4335,482,Grocery,amani.garde@renusharmafoundation.org
2024-05-01,Hyderabad,Telangana,54474,4655,177,Books,jiya.chad@renusharmafoundation.org
2024-12-01,Delhi,Delhi,62008,5353,231,Electronics,anvi.gera@renusharmafoundation.org
2023-07-01,Bhopal,Madhya Pradesh,45365,2464,480,Electronics,divyansh.mand@yahoo.com
2021-01-01,Bengaluru,Karnataka,61519,3649,435,Grocery,ehsaan.kalla@yahoo.com
2023-03-01,Kolkata,West Bengal,43433,4162,373,Home Decor,nakul.choudhury@renusharmafoundation.org
2023-02-01,Delhi,Delhi,66755,9269,55,Home Decor,sumer.ramaswamy@gmail.com
2023-01-01,Lucknow,Uttar Pradesh,25547,3337,377,Electronics,vihaan.toor@gmail.com
2022-07-01,Lucknow,Uttar Pradesh,55689,7417,493,Books,kabir.gopal@yahoo.com
2022-12-01,Bhopal,Madhya Pradesh,58460,8669,136,Electronics,yakshit.sarraf@gmail.com
2021-02-01,Ahmedabad,Gujarat,78844,7858,492,Grocery,akarsh.magar@renusharmafoundation.org
2023-09-01,Kolkata,West Bengal,61208,8377,167,Grocery,riaan.loyal@renusharmafoundation.org
2023-06-01,Bengaluru,Karnataka,38755,2336,443,Books,kismat.kale@renusharmafoundation.org
2021-01-01,Lucknow,Uttar Pradesh,48258,5728,417,Clothing,suhana.sandhu@gmail.com
2021-07-01,Bengaluru,Karnataka,50183,4813,61,Books,rhea.date@yahoo.com
2022-10-01,Ahmedabad,Gujarat,64146,6245,275,Clothing,kimaya.warrior@yahoo.com
2024-02-01,Kolkata,West Bengal,42458,5312,94,Grocery,seher.bobal@gmail.com
2024-04-01,Jaipur,Rajasthan,55345,5348,284,Electronics,pihu.bansal@gmail.com
2023-11-01,Kolkata,West Bengal,75443,9866,50,Home Decor,indrajit.goda@yahoo.com
2024-05-01,Hyderabad,Telangana,55941,3841,484,Home Decor,sana.johal@gmail.com
2022-09-01,Bhopal,Madhya Pradesh,43449,2823,416,Clothing,nitya.tank@renusharmafoundation.org
2024-05-01,Kolkata,West Bengal,43738,4472,385,Clothing,divit.bhatia@renusharmafoundation.org
2023-01-01,Kolkata,West Bengal,56276,6475,484,Electronics,shayak.brar@renusharmafoundation.org
2023-03-01,Delhi,Delhi,90443,11884,484,Books,rasha.kapur@gmail.com
2022-06-01,Kolkata,West Bengal,40529,5550,230,Clothing,abram.kala@yahoo.com
2021-02-01,Ahmedabad,Gujarat,40102,5858,101,Grocery,eshani.dugar@gmail.com
2023-12-01,Bengaluru,Karnataka,49241,7098,115,Clothing,akarsh.hegde@renusharmafoundation.org
2023-05-01,Ahmedabad,Gujarat,54451,7943,134,Clothing,jhanvi.chahal@renusharmafoundation.org
2023-01-01,Chennai,Tamil Nadu,39797,3369,291,Home Decor,eshani.borah@yahoo.com
2021-10-01,Lucknow,Uttar Pradesh,39885,3686,434,Books,anaya.sangha@gmail.com
2021-09-01,Hyderabad,Telangana,45980,2427,156,Grocery,stuvan.kamdar@yahoo.com
2022-01-01,Lucknow,Uttar Pradesh,64051,6727,316,Home Decor,tarini.bumb@yahoo.com
2023-03-01,Jaipur,Rajasthan,33456,3320,372,Electronics,taimur.dugal@gmail.com
2022-02-01,Ahmedabad,Gujarat,85747,8375,405,Home Decor,inaaya .dey@yahoo.com
2022-03-01,Lucknow,Uttar Pradesh,64780,8681,95,Grocery,neelofar.kuruvilla@renusharmafoundation.org
2024-05-01,Ahmedabad,Gujarat,55804,3244,190,Books,divij.raju@gmail.com
2024-02-01,Ahmedabad,Gujarat,53022,2661,302,Electronics,yashvi.hayer@yahoo.com
2021-01-01,Bengaluru,Karnataka,59602,5964,368,Home Decor,neysa.lad@renusharmafoundation.org
2023-01-01,Delhi,Delhi,28700,3474,394,Home Decor,samar.vora@yahoo.com
2022-03-01,Kolkata,West Bengal,44136,2929,265,Books,rati.atwal@yahoo.com
2024-11-01,Hyderabad,Telangana,57936,7804,428,Grocery,akarsh.swaminathan@gmail.com
2024-02-01,Jaipur,Rajasthan,40438,3904,474,Home Decor,devansh.dora@gmail.com
2022-07-01,Hyderabad,Telangana,42009,2177,400,Home Decor,madhup.shankar@gmail.com
2021-02-01,Jaipur,Rajasthan,70399,9144,131,Grocery,sara.dora@gmail.com
2021-02-01,Jaipur,Rajasthan,53384,4882,93,Grocery,tarini.bose@renusharmafoundation.org
2023-07-01,Kolkata,West Bengal,78013,8268,231,Books,vardaniya.thakkar@yahoo.com
2024-05-01,Bengaluru,Karnataka,63011,3905,256,Home Decor,aarush.shanker@gmail.com
2021-04-01,Mumbai,Maharashtra,51458,7074,355,Electronics,zaina.deo@gmail.com
2023-08-01,Chennai,Tamil Nadu,44628,3144,470,Home Decor,sana.bhatnagar@renusharmafoundation.org
2023-04-01,Lucknow,Uttar Pradesh,80169,7762,481,Home Decor,eshani.bandi@renusharmafoundation.org
2023-05-01,Ahmedabad,Gujarat,25090,2036,322,Electronics,ela.salvi@gmail.com
2021-02-01,Jaipur,Rajasthan,54873,2843,433,Books,eva.kuruvilla@gmail.com
2022-03-01,Bhopal,Madhya Pradesh,28980,2894,158,Home Decor,vivaan.deshpande@gmail.com
2023-03-01,Delhi,Delhi,38116,2883,465,Clothing,hrishita.keer@renusharmafoundation.org
2023-12-01,Mumbai,Maharashtra,58509,7819,161,Clothing,kanav.kari@renusharmafoundation.org
2024-08-01,Delhi,Delhi,44781,4075,341,Home Decor,renee.virk@yahoo.com
2021-10-01,Jaipur,Rajasthan,53612,5976,413,Grocery,shamik.thaman@renusharmafoundation.org
2022-05-01,Hyderabad,Telangana,41363,4208,283,Clothing,aaryahi.bahl@yahoo.com
2024-12-01,Kolkata,West Bengal,41219,4852,109,Home Decor,seher.sood@yahoo.com
2024-08-01,Bhopal,Madhya Pradesh,42830,2517,203,Home Decor,rasha.borra@renusharmafoundation.org
2021-02-01,Jaipur,Rajasthan,19540,2587,311,Electronics,krish.bhargava@gmail.com
2022-08-01,Mumbai,Maharashtra,60059,6391,230,Electronics,anay.dara@renusharmafoundation.org
2022-10-01,Kolkata,West Bengal,64137,4836,258,Books,nehmat.balan@gmail.com
2022-09-01,Delhi,Delhi,49249,6508,209,Books,dhanush.kala@gmail.com
2021-02-01,Lucknow,Uttar Pradesh,14456,1230,443,Clothing,riaan.dhaliwal@renusharmafoundation.org
2022-03-01,Lucknow,Uttar Pradesh,41857,5859,235,Home Decor,keya.dhillon@gmail.com
2022-06-01,Lucknow,Uttar Pradesh,23865,1985,286,Electronics,kavya.karan@gmail.com
2023-11-01,Chennai,Tamil Nadu,27631,1673,374,Home Decor,prisha.ahuja@yahoo.com
2024-11-01,Ahmedabad,Gujarat,53522,2888,427,Clothing,shaan.goswami@renusharmafoundation.org
2024-11-01,Delhi,Delhi,64071,6466,182,Books,dharmajan.baria@gmail.com
2023-12-01,Jaipur,Rajasthan,42026,6284,390,Books,azad.dugar@gmail.com
2022-06-01,Ahmedabad,Gujarat,57801,7115,439,Books,nakul.bawa@renusharmafoundation.org
2024-11-01,Hyderabad,Telangana,68337,9088,78,Electronics,azad.taneja@yahoo.com
2023-02-01,Mumbai,Maharashtra,36391,3845,198,Books,raghav.lal@yahoo.com
2021-12-01,Kolkata,West Bengal,35915,2110,211,Clothing,fateh.rana@yahoo.com
2023-06-01,Bhopal,Madhya Pradesh,34997,4877,180,Electronics,aaina.som@renusharmafoundation.org
2024-10-01,Lucknow,Uttar Pradesh,36827,2741,50,Grocery,saanvi.dey@gmail.com
2021-09-01,Delhi,Delhi,37188,3381,372,Grocery,indranil.reddy@yahoo.com
2022-10-01,Hyderabad,Telangana,81752,9211,381,Books,badal.bhat@yahoo.com
2021-01-01,Jaipur,Rajasthan,31607,1584,181,Clothing,shayak.ramanathan@renusharmafoundation.org
2021-03-01,Bengaluru,Karnataka,30813,2056,490,Electronics,jivin.gera@renusharmafoundation.org
2021-07-01,Bengaluru,Karnataka,71168,7212,360,Clothing,anay.rattan@gmail.com
2024-07-01,Kolkata,West Bengal,70624,9755,168,Grocery,aarav.dave@renusharmafoundation.org
2023-11-01,Ahmedabad,Gujarat,62624,4449,52,Clothing,urvi.sood@renusharmafoundation.org
2021-12-01,Lucknow,Uttar Pradesh,69687,3959,107,Books,miraya.ratti@gmail.com
2023-05-01,Jaipur,Rajasthan,81982,10149,262,Clothing,keya.ravi@gmail.com
2021-08-01,Bengaluru,Karnataka,34317,2992,253,Electronics,prisha.sachdeva@gmail.com
2021-07-01,Chennai,Tamil Nadu,30017,2551,189,Grocery,vivaan.lall@renusharmafoundation.org
2022-05-01,Bengaluru,Karnataka,36230,3149,471,Home Decor,kanav.toor@renusharmafoundation.org
2022-01-01,Hyderabad,Telangana,66361,6639,413,Electronics,nakul.bali@yahoo.com
2021-08-01,Ahmedabad,Gujarat,24782,2495,288,Clothing,prerak.dua@gmail.com
2023-04-01,Ahmedabad,Gujarat,73046,5447,245,Clothing,misha.bora@yahoo.com
2023-12-01,Mumbai,Maharashtra,53632,3822,151,Clothing,fateh.lanka@yahoo.com
2022-04-01,Chennai,Tamil Nadu,40214,4567,218,Clothing,farhan.balay@gmail.com
2021-10-01,Delhi,Delhi,64512,9073,165,Clothing,shaan.bath@gmail.com
2022-11-01,Lucknow,Uttar Pradesh,76325,6057,133,Clothing,samaira.shenoy@renusharmafoundation.org
2022-06-01,Bhopal,Madhya Pradesh,68650,9912,53,Home Decor,madhup.mall@renusharmafoundation.org
2023-10-01,Bengaluru,Karnataka,66229,8093,482,Electronics,mishti.khatri@renusharmafoundation.org
2022-12-01,Delhi,Delhi,29784,3743,283,Grocery,farhan.badami@renusharmafoundation.org
2022-05-01,Bengaluru,Karnataka,38568,4715,375,Home Decor,jivika.handa@renusharmafoundation.org
2021-08-01,Delhi,Delhi,38538,3888,279,Books,samiha.thakkar@gmail.com
2023-07-01,Delhi,Delhi,40260,2327,318,Electronics,samar.kalla@gmail.com
2022-11-01,Mumbai,Maharashtra,72340,5676,224,Clothing,misha.vig@gmail.com
2024-05-01,Mumbai,Maharashtra,44270,4722,329,Grocery,nakul.tak@renusharmafoundation.org
2024-06-01,Delhi,Delhi,64167,9358,277,Grocery,himmat.dar@gmail.com
2022-10-01,Delhi,Delhi,48452,3604,216,Electronics,hiran.dhaliwal@gmail.com
2023-06-01,Chennai,Tamil Nadu,25753,3421,115,Grocery,azad.yohannan@renusharmafoundation.org
2023-04-01,Lucknow,Uttar Pradesh,53202,4069,158,Electronics,indranil.bhatia@gmail.com
2024-02-01,Ahmedabad,Gujarat,32523,2584,411,Books,mohanlal.ganesh@gmail.com
2021-04-01,Jaipur,Rajasthan,64241,4258,51,Grocery,pari.mander@renusharmafoundation.org
2023-05-01,Bengaluru,Karnataka,64239,6001,234,Clothing,pari.sehgal@gmail.com
2022-10-01,Ahmedabad,Gujarat,48435,3702,352,Grocery,samar.srivastava@yahoo.com
2021-03-01,Bengaluru,Karnataka,56985,4561,438,Books,advik.setty@yahoo.com
2022-05-01,Ahmedabad,Gujarat,63943,7841,440,Clothing,gatik.gola@renusharmafoundation.org
2023-04-01,Kolkata,West Bengal,32166,2501,255,Grocery,kismat.joshi@gmail.com
2023-06-01,Bengaluru,Karnataka,59305,5280,146,Books,zain.badami@yahoo.com
2024-02-01,Ahmedabad,Gujarat,69467,6806,283,Home Decor,vihaan.zachariah@renusharmafoundation.org
2023-06-01,Kolkata,West Bengal,72700,5366,222,Home Decor,jayant.dasgupta@renusharmafoundation.org
2021-09-01,Jaipur,Rajasthan,51313,2892,269,Clothing,zeeshan.babu@renusharmafoundation.org
2022-07-01,Lucknow,Uttar Pradesh,51825,4897,355,Books,zoya.ramachandran@yahoo.com
2023-04-01,Mumbai,Maharashtra,38930,5558,356,Electronics,indrans.dewan@renusharmafoundation.org
2023-02-01,Delhi,Delhi,77739,5328,265,Books,ishaan.garg@gmail.com
2021-03-01,Ahmedabad,Gujarat,51445,6216,122,Books,samar.koshy@gmail.com
2021-06-01,Hyderabad,Telangana,63203,3438,211,Home Decor,riya.rastogi@renusharmafoundation.org
2022-08-01,Chennai,Tamil Nadu,31601,4073,83,Electronics,taimur.ramaswamy@yahoo.com
2023-04-01,Bhopal,Madhya Pradesh,47961,2565,260,Grocery,samarth.thaman@yahoo.com
2022-11-01,Hyderabad,Telangana,46746,3613,133,Clothing,zara.korpal@gmail.com
2022-06-01,Hyderabad,Telangana,43167,3159,110,Home Decor,anahita.bakshi@renusharmafoundation.org
2023-01-01,Hyderabad,Telangana,45465,5676,474,Electronics,inaaya .kapur@gmail.com
2021-12-01,Hyderabad,Telangana,66221,5537,444,Electronics,sahil.dhar@yahoo.com
2021-09-01,Mumbai,Maharashtra,46896,4898,239,Grocery,baiju.loyal@yahoo.com
2023-08-01,Hyderabad,Telangana,21731,2025,302,Books,ahana .kurian@gmail.com
2022-11-01,Hyderabad,Telangana,55672,7819,290,Home Decor,manjari.koshy@gmail.com
2022-08-01,Mumbai,Maharashtra,91390,12436,306,Clothing,myra.devan@yahoo.com
2024-02-01,Hyderabad,Telangana,85094,6934,234,Electronics,armaan.manne@yahoo.com
2024-10-01,Kolkata,West Bengal,45795,3973,222,Books,yuvraj .handa@renusharmafoundation.org
2022-01-01,Lucknow,Uttar Pradesh,48273,5862,223,Clothing,shaan.chanda@yahoo.com
2023-09-01,Kolkata,West Bengal,76083,3857,344,Electronics,samarth.kannan@yahoo.com
2022-06-01,Jaipur,Rajasthan,44559,2958,348,Grocery,darshit.basu@yahoo.com
2023-03-01,Delhi,Delhi,45426,5713,132,Clothing,ishita.bansal@renusharmafoundation.org
2024-02-01,Bengaluru,Karnataka,40521,4541,84,Electronics,anvi.konda@yahoo.com
2024-12-01,Bengaluru,Karnataka,75991,5684,446,Grocery,adah.sankar@renusharmafoundation.org
2022-01-01,Lucknow,Uttar Pradesh,51571,6256,396,Books,neelofar.balasubramanian@gmail.com
2022-08-01,Chennai,Tamil Nadu,36568,2852,143,Electronics,reyansh.kapadia@yahoo.com
2023-05-01,Delhi,Delhi,83389,5030,350,Grocery,urvi.dhillon@yahoo.com
2023-03-01,Ahmedabad,Gujarat,55344,4322,165,Grocery,eshani.kade@yahoo.com
2024-04-01,Jaipur,Rajasthan,48021,2608,497,Home Decor,priyansh.bail@gmail.com
2022-03-01,Ahmedabad,Gujarat,48644,5268,469,Clothing,sahil.kuruvilla@gmail.com
2023-10-01,Hyderabad,Telangana,73284,10280,265,Grocery,zoya.jhaveri@renusharmafoundation.org
2024-04-01,Bhopal,Madhya Pradesh,38080,4047,427,Books,pari.gade@yahoo.com
2021-07-01,Chennai,Tamil Nadu,75700,7071,416,Grocery,miraya.bhatti@yahoo.com
2021-02-01,Bengaluru,Karnataka,67313,3646,323,Clothing,aarna.dewan@renusharmafoundation.org
2021-08-01,Ahmedabad,Gujarat,51174,6138,443,Clothing,rhea.dayal@gmail.com
2023-11-01,Lucknow,Uttar Pradesh,44072,3405,428,Clothing,hansh.atwal@yahoo.com
2022-12-01,Jaipur,Rajasthan,36764,2499,187,Books,divij.chanda@yahoo.com
2024-04-01,Mumbai,Maharashtra,68373,4270,304,Grocery,hazel.ben@renusharmafoundation.org
2022-05-01,Chennai,Tamil Nadu,54153,5192,85,Electronics,tushar.sant@gmail.com
2024-08-01,Mumbai,Maharashtra,64650,7750,464,Grocery,hazel.ramachandran@yahoo.com
2021-08-01,Bengaluru,Karnataka,48481,6514,77,Home Decor,lakshit.dalal@gmail.com
2024-10-01,Chennai,Tamil Nadu,34510,4276,337,Clothing,saira.khatri@gmail.com
2023-09-01,Kolkata,West Bengal,38632,2433,442,Books,jayan.sekhon@yahoo.com
2022-06-01,Ahmedabad,Gujarat,45454,3770,149,Home Decor,urvi.baral@renusharmafoundation.org
2022-10-01,Delhi,Delhi,23335,2543,376,Books,nitara.dhaliwal@renusharmafoundation.org
2022-05-01,Bhopal,Madhya Pradesh,64251,3613,330,Electronics,taimur.manne@gmail.com
2024-03-01,Kolkata,West Bengal,52970,6865,166,Grocery,mehul.grover@yahoo.com
2021-03-01,Bhopal,Madhya Pradesh,47846,4039,192,Grocery,amani.ramaswamy@gmail.com
2023-01-01,Bengaluru,Karnataka,58678,4149,387,Grocery,nayantara.bhatt@gmail.com
2022-07-01,Kolkata,West Bengal,47755,6936,96,Clothing,bhavin.subramaniam@gmail.com
2024-01-01,Chennai,Tamil Nadu,56615,6148,68,Books,ehsaan.kala@gmail.com
2024-06-01,Bhopal,Madhya Pradesh,28746,2805,224,Grocery,gatik.shenoy@yahoo.com
2022-05-01,Jaipur,Rajasthan,69468,6397,315,Home Decor,bhamini.bal@gmail.com
2023-10-01,Hyderabad,Telangana,68976,9450,277,Home Decor,vivaan.brahmbhatt@yahoo.com
2021-02-01,Kolkata,West Bengal,55851,5490,370,Books,kartik.gola@gmail.com
2021-09-01,Mumbai,Maharashtra,39619,3596,387,Grocery,yasmin.chokshi@gmail.com
2023-02-01,Chennai,Tamil Nadu,46660,3273,407,Books,taimur.subramanian@yahoo.com
2021-06-01,Bengaluru,Karnataka,25746,2137,480,Clothing,nehmat.roy@gmail.com
2024-02-01,Jaipur,Rajasthan,35661,4694,339,Clothing,heer.chakraborty@yahoo.com
2022-05-01,Bhopal,Madhya Pradesh,35833,5139,69,Books,siya.sarna@yahoo.com
2024-08-01,Bhopal,Madhya Pradesh,46923,4182,411,Home Decor,piya.gandhi@yahoo.com
2022-12-01,Kolkata,West Bengal,40485,4933,223,Home Decor,pranay.khanna@gmail.com
2024-01-01,Jaipur,Rajasthan,45854,5936,330,Electronics,anahita.goel@renusharmafoundation.org
2023-06-01,Hyderabad,Telangana,63034,8865,319,Electronics,aarush.din@renusharmafoundation.org
2022-01-01,Mumbai,Maharashtra,36669,5224,101,Home Decor,nishith.walla@gmail.com
2024-12-01,Delhi,Delhi,47831,5852,309,Books,indranil.savant@gmail.com
2021-12-01,Bengaluru,Karnataka,62004,6521,178,Home Decor,urvi.brahmbhatt@gmail.com
2022-03-01,Lucknow,Uttar Pradesh,46663,4218,298,Books,samar.garg@renusharmafoundation.org
2021-02-01,Lucknow,Uttar Pradesh,50686,3521,144,Electronics,ira.amble@yahoo.com
2023-01-01,Hyderabad,Telangana,42398,5985,357,Clothing,biju.hans@yahoo.com
2022-09-01,Kolkata,West Bengal,33262,4915,384,Grocery,mishti.sridhar@gmail.com
2021-04-01,Jaipur,Rajasthan,46106,4182,369,Grocery,jiya.bhatnagar@yahoo.com
2021-07-01,Bhopal,Madhya Pradesh,51461,6878,91,Grocery,dharmajan.gour@yahoo.com
2023-03-01,Delhi,Delhi,41012,3443,442,Grocery,hunar.buch@yahoo.com
2021-03-01,Kolkata,West Bengal,43076,2654,51,Grocery,taimur.rajagopal@renusharmafoundation.org
2021-10-01,Ahmedabad,Gujarat,38788,4788,65,Books,biju.sane@yahoo.com
2024-12-01,Mumbai,Maharashtra,37082,1881,238,Electronics,madhup.banik@renusharmafoundation.org
2024-01-01,Chennai,Tamil Nadu,69141,6250,270,Grocery,adira.soni@yahoo.com
2022-02-01,Lucknow,Uttar Pradesh,43035,4932,237,Electronics,mehul.sidhu@gmail.com
2022-04-01,Ahmedabad,Gujarat,25972,3382,268,Home Decor,kimaya.gola@gmail.com
2023-07-01,Hyderabad,Telangana,56002,4805,161,Home Decor,aaina.bahri@gmail.com
2021-08-01,Ahmedabad,Gujarat,50579,4268,241,Home Decor,pihu.tailor@renusharmafoundation.org
2022-04-01,Bengaluru,Karnataka,16406,1565,96,Home Decor,kaira.lal@yahoo.com
2024-08-01,Hyderabad,Telangana,44114,3296,102,Books,madhup.sunder@renusharmafoundation.org
2022-10-01,Ahmedabad,Gujarat,57217,7281,495,Home Decor,gokul.singhal@gmail.com
2021-03-01,Jaipur,Rajasthan,54186,6003,447,Clothing,nirvaan.dani@gmail.com
2022-12-01,Hyderabad,Telangana,54672,8016,220,Grocery,indrans.gandhi@gmail.com
2023-06-01,Jaipur,Rajasthan,68454,8499,221,Electronics,jiya.choudhry@renusharmafoundation.org
2021-09-01,Delhi,Delhi,28326,1420,337,Electronics,reyansh.manne@gmail.com
2023-11-01,Lucknow,Uttar Pradesh,61950,6683,77,Clothing,indrans.shukla@gmail.com
2022-02-01,Jaipur,Rajasthan,39426,5286,415,Books,dhanuk.bir@yahoo.com
2021-01-01,Chennai,Tamil Nadu,32313,4505,471,Clothing,akarsh.bhasin@renusharmafoundation.org
2024-11-01,Kolkata,West Bengal,88916,8217,297,Grocery,nishith.mangal@renusharmafoundation.org
2022-08-01,Jaipur,Rajasthan,43973,3672,401,Clothing,hrishita.sanghvi@gmail.com
2023-02-01,Jaipur,Rajasthan,55646,3216,87,Clothing,pranay.gola@yahoo.com
2022-06-01,Mumbai,Maharashtra,45644,4576,309,Clothing,charvi.mane@renusharmafoundation.org
2022-08-01,Bengaluru,Karnataka,44524,2352,108,Clothing,renee.kashyap@renusharmafoundation.org
2024-03-01,Ahmedabad,Gujarat,53985,3645,162,Home Decor,nitara.kakar@gmail.com
2021-01-01,Delhi,Delhi,50884,7091,235,Home Decor,jivika.kakar@yahoo.com
2023-08-01,Bengaluru,Karnataka,40292,5087,283,Electronics,manikya.yogi@renusharmafoundation.org
2024-12-01,Bengaluru,Karnataka,50344,3589,168,Electronics,vivaan.sen@gmail.com
2021-04-01,Bhopal,Madhya Pradesh,61590,6120,58,Electronics,taimur.mangat@renusharmafoundation.org
2024-07-01,Mumbai,Maharashtra,45399,4179,106,Home Decor,tanya.dugar@renusharmafoundation.org
2023-07-01,Mumbai,Maharashtra,55986,8220,128,Home Decor,madhup.de@renusharmafoundation.org
2024-02-01,Hyderabad,Telangana,55653,4816,444,Electronics,krish.sawhney@renusharmafoundation.org
2021-06-01,Bengaluru,Karnataka,80316,9661,379,Home Decor,riaan.grewal@renusharmafoundation.org
2021-09-01,Hyderabad,Telangana,42338,4884,468,Grocery,yasmin.hans@gmail.com
2021-03-01,Kolkata,West Bengal,56992,6484,168,Books,azad.chandran@gmail.com
2022-11-01,Bengaluru,Karnataka,59179,8307,63,Home Decor,sana.sarma@renusharmafoundation.org
2023-10-01,Mumbai,Maharashtra,78247,10645,146,Electronics,tushar.thaman@yahoo.com
2024-04-01,Kolkata,West Bengal,11705,720,350,Grocery,adira.dugar@gmail.com
2021-06-01,Jaipur,Rajasthan,45622,5293,217,Grocery,arnav.kibe@renusharmafoundation.org
2024-11-01,Jaipur,Rajasthan,60268,5791,483,Clothing,zeeshan.aurora@gmail.com
2021-04-01,Bengaluru,Karnataka,28671,1734,179,Home Decor,mohanlal.goel@yahoo.com
2021-04-01,Ahmedabad,Gujarat,57849,4100,211,Clothing,kiaan.vohra@yahoo.com
2024-03-01,Kolkata,West Bengal,73145,7980,372,Books,aarav.tata@gmail.com
2021-10-01,Bengaluru,Karnataka,72411,10307,481,Electronics,devansh.yogi@renusharmafoundation.org
2022-08-01,Mumbai,Maharashtra,37803,3414,218,Grocery,indrajit.bahl@yahoo.com
2024-07-01,Jaipur,Rajasthan,54118,3446,336,Clothing,eva.krishnamurthy@gmail.com
2024-03-01,Bengaluru,Karnataka,32479,2929,147,Grocery,mahika.sachar@yahoo.com
2024-12-01,Jaipur,Rajasthan,43193,6397,420,Electronics,lakshay.virk@yahoo.com
2021-02-01,Bengaluru,Karnataka,20956,1999,185,Clothing,ela.dhillon@yahoo.com
2022-01-01,Bhopal,Madhya Pradesh,49331,3257,53,Grocery,piya.verma@gmail.com
2024-09-01,Jaipur,Rajasthan,43911,2927,102,Grocery,dharmajan.tara@yahoo.com
2023-09-01,Bengaluru,Karnataka,42997,2753,355,Home Decor,sana.yohannan@renusharmafoundation.org
2023-10-01,Jaipur,Rajasthan,69787,7033,70,Home Decor,ritvik.keer@yahoo.com
2024-06-01,Lucknow,Uttar Pradesh,56425,5611,379,Books,kabir.chandra@renusharmafoundation.org
2024-11-01,Hyderabad,Telangana,44313,5752,204,Books,sara.kale@gmail.com
